Question,Answer,Furigana,Meaning,Example,Translation,VocabWords
"鉛筆書き","えんぴつがき","えん.ぴつ.が","drawing or writing in pencil.","私は鉛筆書きの手紙を受け取った。","I got a letter written with a pencil.","亜鉛, 黒鉛, 筆者, 随筆, 葉書, 書留, 色鉛筆, 万年筆, 図書館, 下書き"
"重ねる","かさねる","かさ","to pile up, to heap up.","机の上には漫画本が重ねてあった。","The comic books were piled on the desk.","重視, 貴重, 重大"
"避ける","さける","さ","to avoid (physical contact with), to avoid (situation).","そのスピードを出した車は道路に飛び出した子供を、間一髪で、避けることができた。","The speeding car missed the child, who ran out into the road, by only a hairsbreadth.","避難, 避妊, 不可避"
"或る種","あるしゅ","あ..しゅ","certain, some kind of.","ある種の鳥は飛べない。","Some kinds of birds can't fly.","或日, 一種, 種類, 人種, 品種, 或る日"
"見た目","みため","み..め","appearance, look.","彼女はみためにかわいい少女だ。","She is a pretty girl to look at.","意見, 見物, 注目, 面目, 駄目, 目的, 見舞い"
"聞き出す","ききだす","き..だ","to get (information) out of someone, to extract (information) from someone.","警察はその女から何も聞き出せなかった。","The police were unable to get anything out of the woman.","新聞, 出口, 提出, 出身, 新聞社, 聞き取り, 引き出し"
"捩る","ねじる","ねじ","to twist, to screw.","その取っ手を右にねじると箱は開きます。","Twist that knob to the right and the box will open.",""
"巫山戯る","ふざける","ふ.ざ.け","to joke, to jest.","もうやめなさい。今日はやけにふざけているんだから。","Stop it. You're being ridiculous.","巫女, 野巫, 登山, 火山, 鉱山, 戯曲, 悪戯, 遊戯, 山登り, 巫女寄せ"
"感激","かんげき","かん.げき","deep emotion, impression.","彼の言葉で彼女は感激のあまり涙ぐんだ。","His words moved her to tears.","感覚, 感謝, 感情, 感動, 急激, 刺激, 激励"
"一文","いちもん","いち.もん","tiny amount of money, a penny.","凍死しそうな乞食が手当てのため、病院に運び込まれた。だが、その乞食は治療費を清算するような金は一文も、もってなかった。","A freezing beggar was brought into the hospital for treatment. However, he didn't have even one cent with which to settle the bill.","一緒, 一番, 唯一, 文章, 注文, 文字, 作文, 一昨日"
"纏める","まとめる","まと","to collect, to put (it all) together.","データはまだまとめていません。","The data hasn't been compiled yet.","半纏, 纏り付く, 纏わり付く"
"取っ捕まえる","とっつかまえる","と..つか","to catch.","","","取材, 逮捕, 捕虜, 受け取る, 取り替える, 取り上げる"
"震わせる","ふるわせる","ふる","to (make something) quiver, to shake.","彼女は怒りに声を震わせていた。","Her voice was shaking with anger.","地震, 震度, 震源, 余震"
"白目を剥く","しろめをむく","しろ.め..む","to open one's eyes wide (as in fear or anger), to faint.","彼女が白目をむいています。","Her eyes are rolled back.","白髪, 注目, 面目, 駄目, 目的, 青白い, 面白い"
"了解","りょうかい","りょう.かい","comprehension, consent.","彼はゆっくりうなずいて了解の意を示した。","He nodded slowly in comprehension.","完了, 終了, 了承, 修了, 解決, 解釈"
"如き","ごとき","ごと","like, similar to.","立て板に水の如きプレゼンテーション、おそれ入りました。","Your presentation was so smooth and fluent - what can I say?","突如, 欠如, 如実, 如何に, 如何にも"
"貴様","きさま","き.さま","you, you bastard.","何だ、貴様は。庇い立てする気か。","What now, you wretch? You thinking of protecting her?","貴重, 貴族, 同様, 様々, 模様, 王様, 様子, 貴重品"
"言い分","いいぶん","い..ぶん","one's say, one's point.","彼には彼女に反論する立派な言い分がある。","He has a good case against her.","言語, 言葉, 無言, 自分, 大分, 半分, 独り言"
"都合","つごう","つ.ごう","circumstances, condition.","何時がご都合よいでしょうか。","What time will be right for you?","首都, 都会, 都市, 試合, 合併, 間に合う"
"下す","くだす","くだ","to make a decision, to draw a conclusion.","問題は誰が決定を下すかということだ。","The question is who will make the decision.","靴下, 下宿, 地下鉄"
"判決","はんけつ","はん.けつ","judicial decision, judgement.","彼に不利な判決がでた。","The judgement went against him.","判断, 裁判, 審判, 批判, 評判, 解決, 可決, 決定"
"時点","じてん","じ.てん","point in time, occasion.","神様の名前はやっぱりＮＧだと思うよ〜。もう名づけた時点で名前負けなわけじゃん。","I think a god's name has got to be out. From the moment the kid's named you know he's not going to be able to live up to it!","時間, 時々, 何時, 時計, 時代, 欠点, 交差点"
"申し立てる","もうしたてる","もう..た","to declare, to plead.","君は自分が申し立てていることに自信がありますか。","Are you sure of your facts?","申請, 申告, 独立, 立派, 立場, 申し訳, 目立つ, 申し上げる"
"恋人","こいびと","こい.びと","lover, sweetheart.","私は恋人を「ダーリン」と呼びます。","I call my sweetheart darling.","失恋, 恋愛, 人形, 一人, 外国人"
"横に","よこに","よこ","horizontally, flat.","彼は横にばったり倒れた。","He fell flat on the floor.","横断, 横綱, 横顔, 横切る"
"食い下がる","くいさがる","く..さ","to hang on to, to hang from.","","","食堂, 食器, 靴下, 下宿, 食べ物, 食料品, 地下鉄"
"御苦労様","ごくろうさま","ご.く.ろう.さま","thank you (for your hard work), I appreciate your efforts.","ご苦労様でした。","Thank you for your trouble.","御中, 御飯, 防御, 苦痛, 労働, 疲労, 過労, 同様, 様々, 模様, 王様, 様子, 御願い, 見苦しい"
"工作","こうさく","こう.さく","handicraft, work.","彼は工作に熟練している。","He is skilled in handicraft.","工業, 工夫, 工場, 大工, 人工, 作文, 作業, 作家, 作品"
"頬っぺ","ほっぺ","ほ","cheek, to think something is delicious.","彼女は私のほっぺにちゅっとキスをしてくれた。","She gave me a peck on the cheek.","頬骨, 頬張る"
"接吻","せっぷん","せっ.ぷん","kiss, kissing.","彼女は、激しく私に接吻をした。","She kissed me like anything.","直接, 面接, 接近, 間接, 吻合, 黄吻, 口吻, 長吻虻"
"念を押す","ねんをおす","ねん..お","to remind (someone of something), to call (someone's) attention (to).","彼は妻に自分を午前７時に起こしてくれるように念を押した。","He reminded his wife to wake him up at 7:00 a.m.","残念, 記念, 観念, 概念, 押収, 記念日, 押し入れ, 押し付ける"
"目を付ける","めをつける","め..つ","to have an eye on, to zero in on.","警察は彼に目をつけている。","The cops are keeping tabs on him.","注目, 面目, 駄目, 目的, 寄付, 日付, 受付, 見付ける, 片付ける"
"拝聴","はいちょう","はい.ちょう","listening respectfully.","","","拝見, 崇拝, 拝啓, 礼拝, 聴覚, 聴講, 傍聴, 聴衆"
"拝啓","はいけい","はい.けい","Dear (so and so), Dear Sir.","","","拝見, 崇拝, 礼拝, 啓蒙, 啓発, 啓示, 啓蟄"
"言い切る","いいきる","い..き","to declare, to assert.","彼女は、自分は正しいと言い切った。","She declared that she was right.","言語, 言葉, 無言, 大切, 切手, 締切, 独り言, 裏切る"
"気取る","きどる","き.ど","to be affected, to put on airs.","彼は彼女の前で気取って見せた。","He put on airs in her presence.","元気, 気配, 湯気, 気質, 天気, 取材, 受け取る, 取り替える, 取り上げる"
"序でに","ついでに","つい","while (one is at it), when.","ついでに私のも買ってきてくれますか。","Can you buy one for me as well?","順序, 秩序, 序盤"
"管理","かんり","かん.り","control, management (e.g. of a business).","彼に財産管理を任せた。","I entrusted my property to him.","血管, 保管, 管轄, 料理, 無理, 理由, 地理"
"婦人","ふじん","ふ.じん","woman, lady.","あなたに面会したいという婦人がいます。","There's a lady asking for you.","主婦, 夫婦, 人形, 一人, 恋人, 看護婦, 外国人"
"きっかり","きっかり","きっかり","exactly, just.","ケイトは５時きっかりに来た。","Kate came at five sharp.",""
"畏まる","かしこまる","かしこ","to obey respectfully, to humble oneself.","","","畏敬, 畏怖, 畏縮"
"参上","さんじょう","さん.じょう","calling on, visiting.","","","参加, 参考, 持参, 上手, 上着, 申し上げる"
"如何にも","いかにも","いか","indeed, really.","こんな格好をしているといかにもスポーツしてそうに見えるけど、全然やってないんだよ。","I look for all the world like an athlete in this outfit, but the truth is I don't do any sports at all.","突如, 欠如, 如実, 何時"
"罠に掛かる","わなにかかる","わな..か","to be caught in a trap (snare, etc.), to fall for (a trick, ambush, etc.).","彼はまんまとわなにかかった。","He was fairly caught in the trap.","罠網, 罠猟, 心掛け, 手掛かり, 大掛かり"
"崩す","くずす","くず","to destroy, to demolish.","１０００円札をくずしていただけませんか。","Could you break a 1,000 yen note?","崩壊, 雪崩"
"同意","どうい","どう.い","agreement, consent.","ボブはその計画に同意しなかった。","Bob did not agree to the plan.","同時, 同様, 共同, 同一, 意味, 意見, 注意, 用意, 意外"
"勝ち目は無い","かちめはない","か..め..な","to have no chance (of succeeding).","彼にとても勝ち目はない。","He won't get a look-in.","優勝, 勝負, 注目, 面目, 駄目, 目的, 無理, 無事, 無料, ご無沙汰"
"事実","じじつ","じ.じつ","fact, truth.","事実は小説よりも奇なり。","Fact is stranger than fiction.","事故, 仕事, 見事, 確実, 実験, 現実, 事務所"
"溶ける","とける","と","to melt, to thaw.","砂糖は水に溶ける。","Sugar dissolves in water.","溶岩, 溶液, 溶け込む"
"指示","しじ","し.じ","indication, denotation.","私たちはあなたを空港までお連れするようにとの指示を受けています。","I have been instructed to take you to the airport.","指導, 指図, 掲示, 展示, 暗示, 目指す"
"素顔","すがお","す.がお","face with no make-up, unpainted face.","","","酸素, 素敵, 素人, 要素, 笑顔, 顔面, 顔色, 素晴らしい"
"蛸","たこ","たこ","octopus, fool.","食べられることなくそのたこは、海に帰ったのであった。","That octopus returned to the sea without being eaten.",""
"気安い","きやすい","き.やす","relaxed, familiar.","","","元気, 気配, 湯気, 気質, 天気, 安心, 安全, 目安, 安定"
"要求","ようきゅう","よう.きゅう","demand, firm request.","私は彼に損害賠償を要求した。","I claimed damages against him.","必要, 主要, 重要, 請求, 求人, 欲求"
"面白い","おもしろい","おも.しろ","interesting, fascinating.","新聞には何も面白いことは載っていない。","There is nothing interesting in the newspaper.","場面, 表面, 面倒, 白髪, 真面目, 青白い"
"意見","いけん","い.けん","opinion, view.","ここではどんどん意見をおっしゃってかまいません。","You can speak out freely here.","意味, 注意, 用意, 意外, 見物, 見舞い"
"小娘","こむすめ","こ.むすめ","young girl, lass.","「安いですね。じゃあ10ヤードください」小娘が答えた。","That's cheap. I'll take ten yards, the girl answered.","小鳥, 小屋, 小説, 娘婿, 孫娘, 小学校, 一人娘"
"刻々","こっこく","こっ.こく","moment by moment, hour by hour.","時間が刻々と迫っている。","Time is pressing every moment.","深刻, 時刻, 遅刻, 彫刻"
"言い訳","いいわけ","い..わけ","excuse, explanation.","他人の悪事を引き合いに出して自分の悪事の言い訳をすることはできない。","Two wrongs don't make a right.","言語, 言葉, 無言, 翻訳, 通訳, 独り言, 申し訳"
"提示","ていじ","てい.じ","presentation (of a passport, ID, etc.), showing.","下記に対して価格を提示してください。","I'd like a quote for the following.","提案, 提出, 前提, 提供, 提携, 掲示, 指示, 展示, 暗示"
"思いっ切り","おもいっきり","おも..き","to one's heart's content, as much as one wants.","","","思想, 大切, 切手, 締切, 不思議, 裏切る, 思い出す"
"見落とす","みおとす","み.お","to overlook, to fail to notice.","アメリカ人は何を見落としているのだろうか。","What are Americans overlooking?","意見, 見物, 落第, 落下, 洒落, 墜落, 見舞い"
"食らう","くらう","く","to eat, to drink.","毒を食らわば皿まで。","As well be hanged for a sheep as a lamb.","食堂, 食器, 食べ物, 食料品"
"中々","なかなか","なか.なか","very, considerably.","あいつは、なかなかいい奴だぜ！","He is a good joker.","背中, 年中, 途中, 中学校, 真ん中"
"空っぽ","からっぽ","から","empty, vacant.","町のどの家も空っぽだった。","All the houses in town were empty.","空気"
"却下","きゃっか","きゃっ.か","rejection, dismissal.","議長はその提案を却下した。","The chairman rejected the proposal.","棄却, 返却, 忘却, 売却, 靴下, 下宿, 地下鉄"
"目眩まし","めくらまし","め.くら","blinding someone's eyes (to make an escape), smoke screen.","","","注目, 面目, 駄目, 目的, 眩暈, 良性発作性頭位目眩症"
"伸す","のす","の","to stretch, to extend.","","","追伸, 欠伸"
"尻尾を掴む","しっぽをつかむ","しっぽ..つか","to have something on someone, to catch someone out.","","","川尻, 塩尻, 帳尻, 尾根, 末尾, 最後尾, 手掴み, 掴み取り"
"取り上げる","とりあげる","と..あ","to pick up, to adopt (a proposal).","彼女はガラスの花瓶を取り上げた。","She picked up one of the glass vases.","取材, 上手, 上着, 受け取る, 取り替える, 申し上げる"
"団子","だんご","だん.ご","dango, dumpling (usu. sweet).","瞬くうちにテニスボール大の団子が消え去った。","In the blink of an eye, the tennis-ball-sized dumpling had disappeared.","集団, 布団, 団扇, 団体, 帽子, 子供, 双子, 椅子, 王子, 座布団"
"お世話","おせわ",".せ.わ","help, aid.","子供たちのお世話を手伝ってくれない？","Can you help look after the kids?","世界, 世紀, 世間, 中世, 電話, 会話, 世の中, 話し合う"
"言い出す","いいだす","い..だ","to begin to say, to start talking.","我々が静かに夕食をとっていると、突然、母がもう一度学校に行くつもりだと言い出した。","We were having a quiet supper when out of the blue my mother announced she was going back to school.","言語, 言葉, 無言, 出口, 提出, 出身, 独り言, 引き出し"
"取って付けた様","とってつけたよう","と..つ..よう","unnatural, artificial.","","","取材, 寄付, 日付, 受付, 同様, 様々, 模様, 王様, 様子, 受け取る, 見付ける, 片付ける, 取り替える, 取り上げる"
"箸","はし","はし","chopsticks, chopstick envelope.","私達はじっと押し黙っておはしを使って食事をした。","We ate with chopsticks in restrained silence.",""
"殴り付ける","なぐりつける","なぐ..つ","to hit hard, to strike hard.","警棒で空をなぐりつけ、よろめいて体勢をたてなおしたガードマンは、自分に向かって突進してくる金網づくりのクズカゴを見た。","The guard's truncheon hit air. Off balance, he regained his posture to see a metal-mesh rubbish bin flying towards him.","殴打, 寄付, 日付, 受付, 殴り込み, 殴り合い, 見付ける, 片付ける"
"参る","まいる","まい","to go, to come.","２、３分したらそちらにまいります。","I'll be with you in a few minutes.","参加, 参考, 持参"
"反省","はんせい","はん.せい","reflection, reconsideration.","彼は自分自身の考えを反省した。","He reflected on his own thoughts.","反対, 違反, 反抗, 反映, 省略, 外務省"
"有り得ない","ありえない","あ..え","impossible, unthinkable.","それは決してありえない。","That'll be a cold day in hell.","有名, 有無, 有効, 有様, 得意, 納得, 有難い, 心得る"
"無視","むし","む.し","disregarding, ignoring.","彼は私の忠告を無視した。","He took no notice of my advice.","無理, 無事, 無料, 重視, 監視, 視察, 視点, ご無沙汰"
"完全","かんぜん","かん.ぜん","perfect, complete.","そして書かれていることはすべて完全にはっきりと書かれている。","And then everything that was written was completely clear.","完成, 完了, 完璧, 全部, 安全"
"和服","わふく","わ.ふく","Japanese clothes.","確かに彼女は和服を着ると美しく見える。","She certainly looks beautiful in a Japanese kimono.","平和, 英和, 軍服, 洋服, 服装, 衣服"
"目に付く","めにつく","め..つ","to be noticeable, to notice.","彼は貧しさを私の眼につかないようにした。","He concealed his poverty from my eyes.","注目, 面目, 駄目, 目的, 寄付, 日付, 受付, 見付ける, 片付ける"
"服装","ふくそう","ふく.そう","attire, dress.","あなたは服装の趣味がいい。","You have good taste in clothes.","軍服, 洋服, 衣服, 装置, 衣装, 包装, 武装"
"低い","ひくい","ひく","low (rank, degree, value, content, quality, etc.), low (position).","この机は私にはちょっと低い。","This desk is a little low for me.","最低, 低下, 低気圧"
"身長","しんちょう","しん.ちょう","height (of a person), stature.","息子はもう私と同じ身長だ。","My son is now as tall as I am.","自身, 出身, 中身, 課長, 長閑, 校長, 長引く"
"以後","いご","い.ご","after this, from now on.","以後こんなことはいたしません。","I'll never do this again.","以下, 以内, 以上, 以外, 午後, 後者"
"行為","こうい","こう.い","act, deed.","彼は自分の行為を正当化しようとしている。","He is trying to justify his act.","銀行, 行儀, 為替"
"卑劣","ひれつ","ひ.れつ","mean, contemptible.","","","卑怯, 卑屈, 劣悪, 劣勢, 劣等感, 男尊女卑"
"切っ掛け","きっかけ","き..か","chance, start.","彼等は彼に逃げるきっかけを与えた。","They gave him a chance to escape.","大切, 切手, 締切, 裏切る, 心掛け, 手掛かり, 大掛かり"
"突っ込む","つっこむ","つ..こ","to thrust (something) into (something), to cram.","１人少年が両手をポケットにつっこんで歩いていた。","A boy was walking with his hands in his pockets.","衝突, 突破, 意気込む, 申し込む, 飛び込む, 突き当たる"
"何気無い","なにげない","なに.げ.な","casual, unconcerned.","何気なく言った言葉も誰かを傷つけることがある。","A casual remark can hurt someone.","何時, 元気, 気配, 湯気, 気質, 天気, 無理, 無事, 無料, 如何にも, ご無沙汰"
"弱点","じゃくてん","じゃく.てん","weak point, weakness.","数学は彼女の弱点です。","Mathematics is her weak point.","貧弱, 欠点, 交差点"
"卑怯","ひきょう","ひ.きょう","cowardly, craven.","そんなふうに言うなんて卑怯だ。","It's mean of you to talk that way.","卑劣, 卑屈, 男尊女卑"
"粗を探す","あらをさがす","あら..さが","to find fault (with).","","","粗末, 粗筋, 粗大, 粗品, 探検, 探究, 探し物"
"弟子","でし","で.し","pupil, disciple.","イエスも、また弟子たちも、その婚礼に招かれた。","And Jesus and his disciples had also been invited to the wedding.","兄弟, 子弟, 帽子, 子供, 双子, 椅子, 王子, 従兄弟"
"留める","とめる","と","to stop, to turn off.","その新聞は政府にインフレを止めるように求めた。","The newspaper called for the government to stop inflation.","留守, 書留, 留学生"
"躱す","かわす","かわ","to dodge, to evade.","彼は株の大暴落をうまくかわしていました。","He made his timely escape from the stock market crash.",""
"長い","ながい","なが","long (distance, length), long (time).","彼に長い手紙を書いた。","I wrote a long letter to him.","課長, 長閑, 校長, 長引く"
"当夜","とうや","とう.や","that night, tonight.","","","本当, 適当, 今夜, 夜中, 徹夜, お弁当, 夜明け"
"出張","しゅっちょう","しゅっ.ちょう","business trip, official trip.","ロス出張をキャンセルしようかな。","I should cancel my L.A. trip.","出口, 提出, 出身, 緊張, 欲張り, 引き出し, 引っ張る, 張り切る"
"鷲掴み","わしづかみ","わし.づか","grabbing hold, eagle grip.","","","大鷲, 鷲座, 禿鷲, 尾白鷲, 手掴み, 掴み取り"
"無闇に","むやみに","む.やみ","thoughtlessly, recklessly.","むやみに自殺を否定しようとは思いませんが、親が子どもを道連れにするのはぜったいにやめてほしい、と思います。","I don't intend to flatly reject suicide, but I really wish parents would not make their children join in with them.","無理, 無事, 無料, 暗闇, 闇者, ご無沙汰"
"盛り上がる","もりあがる","も..あ","to swell, to rise.","火山活動で地面が盛り上がった。","The surface of the earth rose due to the volcanic activity.","盛大, 繁盛, 上手, 上着, 申し上げる"
"悲劇","ひげき","ひ.げき","tragedy, tragic drama.","すべての悲劇は死で終わる。","All tragedies end with a death.","悲惨, 悲観, 劇場, 演劇, 喜劇"
"極めて","きわめて","きわ","exceedingly, extremely.","彼女は行儀が極めて上品である。","She is quite decent in conduct.","極楽, 南極, 北極, 積極的, 消極的"
"如何","いかが","いかが","how, in what way.","コンタクトを入れるというのはいかがでしょう？","How about wearing contact lenses?","突如, 欠如, 如実, 何時"
"慎む","つつしむ","つつし","to be careful, to be discreet.","時が時だからことばを慎みなさい。","As the situation is delicate, you should be careful of what you say.","慎重, 謹慎, 不謹慎"
"噤む","つぐむ","つぐ","to shut one's mouth, to hold one's tongue.","彼は叱られているとき口をつぐんでいた。","He held his tongue while he was being scolded.",""
"何故","なぜ","なぜ","why, how.","あなたはなぜ働いているの。","How come you're still working?","何時, 故障, 事故, 故郷, 如何にも, 交通事故"
"等","など","など","et cetera, etc.","２、４、６などは偶数です。","Two, four, six, etc. are even numbers.",""
"手段を選ばない","しゅだんをえらばない","しゅ.だん..えら","to do whatever it takes, to use every trick in the book.","","","派手, 上手, 下手, 階段, 値段, 段々, 普段, 選手, 選択, 選挙, 抽選, 運転手"
"今朝","けさ","けさ","this morning.","今朝はとても寒かった。","It was very cold this morning.","今月, 今日, 今年, 毎朝, 早朝"
"略","りゃく","りゃく","abbreviation, omission.","ＡＩは人工知能の略です。","AI stands for artificial intelligence.",""
"再調査","さいちょうさ","さい.ちょう.さ","reexamination, reinvestigation.","彼は事件を最初から再調査しようと思った。","He intended to reexamine the case from the beginning.","再三, 再建, 順調, 調子, 検査, 巡査, 捜査, 審査, 再来年, 再来月"
"命令","めいれい","めい.れい","order, command.","ケンは自分の犬に、そこで待つように命令した。","Ken told his dog to wait there.","寿命, 生命, 法令, 指令, 司令官, 司令部, 一生懸命"
"古い","ふるい","ふる","old, aged.","ケンが使っている机はもう古い。","The desk that Ken uses is old.","中古, 古典, 稽古, 古代"
"手に入れる","てにいれる","て..い","to obtain, to get.","どうやってそのお金を手に入れたんですか。","How did you come by the money?","派手, 上手, 下手, 入院, 入口, 入学, 運転手"
"一撃","いちげき","いち.げき","blow, hit.","私は彼の耳に一撃を与えた。","I dealt him a blow on the ear.","一緒, 一番, 唯一, 攻撃, 襲撃, 衝撃, 打撃, 反撃, 一昨日"
"資料","しりょう","し.りょう","material, materials.","新しい資料をお送りください。","Please send us more information.","資源, 資本, 資格, 資金, 料理, 給料, 材料, 食料, 食料品"
"当たり前","あたりまえ","あ..まえ","natural, reasonable.","我々は彼が成功したのは当たり前だと思った。","We took his success for granted.","本当, 適当, 午前, 名前, 以前, 前進, お弁当"
"言い方","いいかた","い..かた","way of saying (something), way of putting it.","私はそのような言い方をしたことが恥ずかしく思っている。","I was ashamed of having said so.","言語, 言葉, 無言, 仕方, 一方, 夕方, 両方, 独り言"
"如何わしい","いかがわしい","いかが","suspicious, dubious.","あの宗教団体はかなりいかがわしい教義にとりつかれている。","That religious cult has got some pretty off the wall ideas.","突如, 欠如, 如実, 何時, 如何に, 如何にも"
"本気","ほんき","ほん.き","seriousness, earnestness.","ケンさん、君は本気かい。","Are you on the level, Ken?","本当, 日本, 本棚, 根本, 元気, 気配, 湯気, 気質, 天気"
"響く","ひびく","ひび","to resound, to be heard far away.","","","影響, 反響, 音響"
"不利","ふり","ふ.り","disadvantage, handicap.","この証拠は彼にとって不利だった。","This evidence was against him.","不便, 不安, 不幸, 不正, 便利, 利用, 権利, 利益, 不自由"
"現実","げんじつ","げん.じつ","reality, actuality.","いい加減に現実をみつめろ。","Open your eyes to reality.","現金, 現在, 確実, 実験"
"査定","さてい","さ.てい","assessment (of value, damages, etc.), revision (of a budget).","クレジットカード会社は信用査定結果をあまり重視していません。","Credit card companies are not looking so hard at credit ratings.","検査, 調査, 巡査, 捜査, 審査, 予定, 勘定, 安定, 定規"
"給与","きゅうよ","きゅう.よ","pay, salary.","私は給与の５分の１を税金で取られてしまう。","One-fifth of my wages go to taxes.","給料, 供給, 支給, 月給, 与党, 贈与, 授与"
"来月","らいげつ","らい.げつ","next month, next month's issue.","来月フランスの大統領が来日する予定だ。","The French president is to visit Japan next month.","来週, 来年, 今月, 月給, 先月, 出来事, 三日月, 生年月日"
"拒否","きょひ","きょ.ひ","refusal, rejection.","私はその質問に答えることを拒否する。","I refuse to answer the question.","拒絶, 否定, 否決, 否認, 否々, 拒絶反応"
"成分","せいぶん","せい.ぶん","ingredient, component.","グリーンピースは鉄分が豊富で爪の色がよくなる成分が含まれている。","Green peas are high in iron and contain nutrients that improve the colour of fingernails.","完成, 構成, 賛成, 成功, 成人, 自分, 大分, 半分"
"不味い","まずい","まず","bad(-tasting), unpalatable.","すき腹にまずいものなし。","Hunger is the best sauce.","不便, 不安, 不幸, 不正, 意味, 興味, 不自由, 美味しい"
"満々","まんまん","まん.まん","full of, brimming with.","彼は権力獲得に野心満々だ。","He is full of ambition for power.","不満, 満足, 満員"
"守る","まもる","まも","to protect, to guard.","あなたは、自分の家族を守らなければならない。","You have to protect your family.","守備, 留守, 保守, 留守番"
"給え","たまえ","たま","please ..., to give.","影でこそこそせず面と向かって彼にそれを言いたまえ。","Say it to his face, not behind his back.","給料, 供給, 支給, 給与, 月給"
"嵌める","はめる","は","to fit (e.g. a pane into a frame), to insert (e.g. a cork).","彼の肖像画は装飾の施された額縁にはめられた。","His portrait was mounted in the fancy frame.","象嵌, 嵌入, 止まり嵌め"
"気を付ける","きをつける","き..つ","to be careful, to pay attention.","静かにするように気をつけなさい。","See to it that you keep quiet.","元気, 気配, 湯気, 気質, 天気, 寄付, 日付, 受付, 見付ける, 片付ける"
"化学分析","かがくぶんせき","か.がく.ぶん.せき","chemical analysis.","","","文化, 化粧, 変化, 学生, 学校, 大学, 自分, 大分, 半分, 解析, 透析, 小学校, 精神分析, 人工透析"
"確保","かくほ","かく.ほ","securing, obtaining.","お庭の方にも縁台を並べれば、かなり座席数を確保できそうだなーと思いました。","I thought that if we lined up benches in the garden as well, we could achieve quite a seating capacity.","確実, 確認, 明確, 保存, 保証, 保健"
"容疑者","ようぎしゃ","よう.ぎ.しゃ","suspect.","警察が容疑者を捕まえた。","The policeman got the suspect.","内容, 容易, 容器, 美容, 疑問, 懐疑, 医者, 患者, 悪者, 容易い, 歯医者"
"怪しげ","あやしげ","あや","questionable, doubtful.","怪しげな手つきで彼女はグラスを運んできた。","She fumbled with the glasses as she brought them in.","怪我, 怪奇, 怪獣"
"滑る","すべる","すべ","to slide, to glide.","子供たちは氷の上を滑っていた。","The children were sliding on the ice.","円滑, 滑稽, 滑走路"
"動揺","どうよう","どう.よう","shaking, trembling.","このニュースを聞いて非常に動揺した。","I was profoundly disturbed by this news.","動物, 自動車"
"被告席","ひこくせき","ひ.こく.せき","defendant's seat, the dock.","","","被害, 警告, 広告, 報告, 申告, 座席, 出席, 欠席, 客席"
"迷う","まよう","まよ","to lose one's way, to get lost.","彼は森の中で迷った。","He lost his way in the woods.","迷惑, 迷子, 迷信, 混迷"
"相変わらず","あいかわらず","あい.か","as usual, as always.","君は相変わらず健康そうに見える。","You look as healthy as ever.","相手, 首相, 相撲, 大変, 一変, 相応しい"
"失血","しっけつ","しっ.けつ","loss of blood, dying from blood loss.","","","失業, 失敗, 失望, 失格, 血液, 血管, 血圧, 輸血"
"位置","いち","い.ち","place, position.","彼の事務所は町の中心部に位置している。","His office is located in the center of the town.","単位, 地位, 順位, 装置, 物置, 設置"
"上面図","じょうめんず","じょう.めん.ず","top view (esp. diagrams).","","","上手, 上着, 場面, 表面, 面倒, 地図, 面白い, 真面目, 図書館, 図々しい, 申し上げる"
"所轄署","しょかつしょ","しょ.かつ.しょ","taxation office serving a specific area, competent tax office.","","","近所, 台所, 余所, 管轄, 直轄, 統轄, 署名, 部署, 事務所, 消防署, 税務署, 警察署"
"職業","しょくぎょう","しょく.ぎょう","occupation, profession.","彼の職業は弁護士です。","He is a lawyer by profession.","就職, 職人, 職員, 授業, 工業, 産業, 卒業, 営業"
"指揮","しき","し.き","command, direction.","彼女は計画の立案を指揮した。","She directed the planning of the project.","指導, 指図, 発揮, 揮発, 目指す"
"捜査","そうさ","そう.さ","search (esp. in criminal investigations), investigation.","警察は事件の捜査をした。","The police looked into that incident.","捜索, 特捜, 検査, 調査, 巡査, 審査, 捜し物"
"余地","よち","よ.ち","place, room.","それで疑いをさしはさむ余地はなくなる。","That leaves no room for doubt.","余裕, 余分, 余計, 余所, 地震, 地図, 生地, 地理, 地下鉄"
"疑う","うたがう","うたが","to doubt, to distrust.","僕の言葉をまだ疑っているんですか。","Are you still in doubt about what I have said?","疑問, 懐疑, 容疑者"
"用意","ようい","よう.い","preparation, arrangements.","その部屋はあなたが使えるよう用意ができています。","The room is now ready for you.","利用, 用事, 意味, 意見, 注意, 意外"
"犯行","はんこう","はん.こう","crime, criminal act.","彼は犯行に及んだと信じられていた。","He was believed to have committed the crime.","犯罪, 犯人, 防犯, 銀行, 行儀"
"弁論","べんろん","べん.ろん","discussion, debate.","その学生は、自分の弁論に対して審査員が批判的に述べたことをひどく気にした。","The student took to heart the judge's critical comments on his speech.","弁当, 弁護, 弁解, 議論, 結論, 論文, 論争, お弁当"
"冒頭","ぼうとう","ぼう.とう","beginning, opening.","残っているのは冒頭の部分だけであった。","All that was left was the opening.","冒険, 先頭, 頭痛, 頭脳, 病に冒される"
"盗聴器","とうちょうき","とう.ちょう.き","listening device, bug.","ニクソンはオフィスに盗聴器をしかけておきながらシラを切ったので見付かった。","Nixon was caught lying because he bugged his own office.","強盗, 盗難, 窃盗, 聴覚, 聴講, 傍聴, 聴衆, 器械, 武器, 器用, 楽器"
