Question,Answer,Furigana,Meaning,Example,Translation,VocabWords
"願う","ねがう","ねが","to desire, to wish.","私達は平和を願う。","We long for peace.","願書, 念願"
"及ぼす","およぼす","およ","to exert (influence), to exercise.","あなたに被害を及ぼそうなどとは夢にも思いませんでした。","Little did I dream of doing you any harm.","普及, 追及"
"上達","じょうたつ","じょう.たつ","improvement (e.g. in skill, ability), advance.","君の英語は上達している。","Your English is improving.","上手, 上着, 配達, 友達, 発達, 達成, 申し上げる"
"気付く","きづく","き.づ","to notice, to realize.","彼は危険に気づいていなかった。","He was unaware of the danger.","元気, 気配, 湯気, 気質, 天気, 寄付, 日付, 受付, 見付ける, 片付ける"
"詰まり","つまり","つ","that is to say, that is.","つまり彼女は下手な踊り子だ。","That is, she is a poor dancer.","缶詰, 瓶詰"
"兎","うさぎ","うさぎ","rabbit, hare.","私はウサギの世話をしなければならない。","I must look after the rabbits.",""
"濃い","こい","こ","deep (colour), dark.","そのピアノは美しい、濃い褐色の木で作られていました。","The piano was made of beautiful, dark brown wood.","濃度, 濃厚, 濃縮, 濃淡"
"頬","ほお","ほお","cheek (of the face), face.","熱い涙が彼女の頬を伝った。","Hot tears ran down her cheeks.",""
"暗記","あんき","あん.き","memorization, memorisation.","この詩を暗記しましょう。","Let's learn this poem by heart.","暗殺, 日記, 記憶, 記事, 記者, 薄暗い, 真っ暗"
"凍る","こおる","こお","to freeze, to become frozen.","道が凍っているから気を付けなさい。","The road is icy, so take care.","冷凍, 凍結, 冷凍庫"
"喉","のど","のど","throat, singing voice.","今日起きたら喉がいがらっぽかったです。","When I got up today, my throat felt a little sore.",""
"秒","びょう","びょう","second (unit of time), arc second.","私の時計は１日に５秒進みます。","My watch gains five seconds a day.",""
"物音","ものおと","もの.おと","noise, sound.","少年は物音に震えた。","The boy quivered at the sound.","建物, 動物, 物質, 荷物, 果物, 音楽, 本音, 発音"
"食う","くう","く","to eat, to live.","お腹を空かせたその男は、食物をむさぼり食った。","The starving man devoured the food.","食堂, 食器, 食べ物, 食料品"
"広がる","ひろがる","ひろ","to spread (out), to extend.","うわさは四方八方に広がった。","The rumor spread far and wide.","広告, 背広, 広場"
"基づく","もとづく","もと","to be based (on), to be founded (on).","この物語は事実に基づいている。","This story is founded on fact.","基本, 基礎, 基地, 基準"
"対する","たいする","たい","to face (each other), to be facing.","","","反対, 絶対, 対象"
"哀れ","あわれ","あわ","pity, sorrow.","彼女は哀れを誘う有様だった。","She was in a piteous state.","哀愁, 悲哀, 可哀想"
"生じる","しょうじる","しょう","to produce, to yield.","事故は不注意から生じる。","Accidents arise from carelessness.","学生, 誕生日, 一生懸命"
"夢中","むちゅう","む.ちゅう","absorbed in, immersed in.","私は、うれしくて夢中だった。","I was beside myself with joy.","初夢, 悪夢, 夢想, 背中, 年中, 途中, 中学校, 真ん中"
"約","やく","やく","approximately, about.","その値段は約５０ドルだった。","The price was in the neighbourhood of 50 dollars.",""
"動詞","どうし","どう.し","verb, gerund.","この動詞の変化を言えますか。","Can you conjugate this verb?","動物, 名詞, 副詞, 自動車, 代名詞, 形容詞"
"積もる","つもる","つ","to pile up, to accumulate.","塵も積もれば山となる。","Many a little makes a mickle.","面積, 積極的, 見積り"
"当たる","あたる","あ","to be hit, to strike.","私は顔に冷たい風が当たるのを感じた。","I felt a cold wind on my face.","本当, 適当, お弁当"
"転ぶ","ころぶ","ころ","to fall down, to fall over.","転んで手首を痛めました。","I fell down and hurt my wrist.","運転, 自転車, 運転手"
"横切る","よこぎる","よこ.ぎ","to cross (e.g. road), to traverse.","私は彼女が通りを横切るのを見た。","I saw her crossing the street.","横断, 横綱, 横顔, 大切, 切手, 締切, 裏切る"
"真面目","まじめ","ま.じ.め","serious, earnest.","サムは仕事に関してまじめです。","Sam is serious about his work.","写真, 真剣, 場面, 表面, 面倒, 注目, 駄目, 目的, 真ん中, 真っ赤, 面白い, 真っ直ぐ"
"認める","みとめる","みと","to recognize, to recognise.","我々は彼の才能を認めている。","We appreciate his talent.","確認, 承認, 公認, 認識"
"腐る","くさる","くさ","to rot, to go bad.","これらのオレンジは腐っている。","These oranges have gone bad.","腐敗, 豆腐, 陳腐, 腐心"
"一人一人","ひとりひとり","ひと.り.ひと.り","each (person), individually.","メイドは客を一人一人大声でとりついた。","The maid announced each guest.","一緒, 一番, 唯一, 人形, 恋人, 一昨日, 外国人"
"何か","なにか","なに","something, some.","ここまでのところで何か落としていることはありませんか。","Have I missed anything so far?","何時, 如何にも"
"主に","おもに","おも","mainly, primarily.","彼の病気は主に精神的な物だった。","His illness was mainly psychological.","家主, 主義, 地主, ご主人"
"鼠","ねずみ","ねずみ","mouse, rat.","猫がいなくなるとネズミたちが遊びだす。","When the cat is away, the mice will play.",""
"無し","なし","な","disregarding, ignoring.","彼は私の忠告を無視した。","He took no notice of my advice.","無理, 無事, 無料, ご無沙汰"
"或る","ある","あ","a certain ..., some ...","ある学生に会うところです。","I'm going to meet a certain student.","或日"
"辞める","やめる","や","to resign, to retire.","彼はやめるほか仕方がない。","He has no choice but to resign.","辞書, 辞典, 辞職, お辞儀"
"信じる","しんじる","しん","to believe, to believe in.","きっと彼はあなたを信じると思いますよ。","I am sure of his trusting you.","信号, 信用, 信頼, 通信, 信仰"
"関する","かんする","かん","to concern, to be related.","君の関する事柄ではない。","That is no business of yours.","玄関, 関係, 関心, 関連"
"停留所","ていりゅうじょ","てい.りゅう.じょ","stop (bus, tram, etc.), station.","バスの停留所まで競争しよう。","I'll race you to the bus stop.","停止, 停電, 停車, 調停, 留守, 書留, 近所, 台所, 余所, 留学生, 事務所"
"譲る","ゆずる","ゆず","to hand over, to transfer.","叔父は私に車を譲ってくれた。","My uncle gave me his car.","譲歩, 譲渡, 移譲, 譲り渡す"
"申し込む","もうしこむ","もう..こ","to apply for, to make an application.","あなたはあの勤め口に申し込むべきだ。","You should apply for that post.","申請, 申告, 申し訳, 意気込む, 突っ込む, 飛び込む, 申し上げる"
"酔う","よう","よ","to get drunk, to become intoxicated.","まるで酔っているようだ。","She looks as if she were drunk.","麻酔, 陶酔, 酔っ払い, 酔っ払う"
"訴える","うったえる","うった","to raise, to bring to (someone's attention).","その国は国連に援助してくれるよう訴えた。","The country appealed to the United Nations for help.","訴訟, 起訴, 控訴"
"熱中","ねっちゅう","ねっ.ちゅう","being enthusiastic about, being wild about.","この頃は彼女はテニスに熱中している。","Nowadays she is lost in tennis.","熱心, 加熱, 熱帯, 背中, 年中, 途中, 中学校, 真ん中"
"暮らす","くらす","く","to live, to get along.","１日１ドルでアメリカで暮らしていけると思いますか。","Do you think you can live on a dollar a day in America?","夕暮れ"
"咳","せき","せき","cough, coughing.","せきには塩水のうがいが効く。","Gargling with salt water helps stop coughing.",""
"逆らう","さからう","さか","to go against, to oppose.","彼は世の風潮に逆らう。","He is swimming against the tide.","真逆, 逆境, 逆効果"
"退屈","たいくつ","たい.くつ","tedious, boring.","カクテルパーティーは退屈なときもある。","Cocktail parties can be boring.","退院, 引退, 屈折, 理屈, 窮屈, 屈指"
"覚める","さめる","さ","to wake, to wake up.","その叫び声で私は眠りからさめた。","The cry roused me from my sleep.","覚悟, 感覚, 目覚まし"
"経つ","たつ","た","to pass (of time), to elapse.","時がどんどんたってゆく。","Time is going by very quickly.","経済, 経営, 経験"
"沈む","しずむ","しず","to sink, to go under.","まるで、沈む船から逃げるネズミみたいね。","It's just like rats leaving a sinking ship.","沈黙, 沈没, 沈下"
"等しい","ひとしい","ひと","equal, identical.","１ヤードは３フィートに等しい。","A yard is equal to three feet.","平等, 上等, 高等学校"
"紐","ひも","ひも","string, cord.","何かを記録するために、彼らはラマかアルパカの毛糸でできた、結び目のついたひもを使った。","To record something, they used knotted cords made of the wool of the llama or alpaca.",""
"現れ","あらわれ","あらわ","embodiment, manifestation.","それは彼女の性格の表れだ。","It is an index of her character.","現金, 現在"
"独特","どくとく","どく.とく","peculiarity, uniqueness.","ナチズムはドイツ独特のものでしたか。","Was Nazism peculiar to Germany?","独身, 独立, 特急, 特別, 特許, 特徴, 独り言"
"備える","そなえる","そな","to furnish with, to equip with.","このビルは非常階段を備えている。","The building is equipped with emergency stairs.","準備, 設備, 整備"
"異なる","ことなる","こと","to differ, to be different.","彼らの意見は私のとは異なっている。","Their opinions differ from mine.","異常, 異動, 異性, 特異"
"稼ぐ","かせぐ","かせ","to earn (income), to make (money).","私は自分の生活費を稼がなくてはならない。","I've got to earn my own living.","稼働, 共稼ぎ, 出稼ぎ"
"気に入る","きにいる","き..い","to like, to be pleased with.","いくつかの点で私は彼女が気に入らない。","I don't like her in some ways.","元気, 気配, 湯気, 気質, 天気, 入院, 入口, 入学"
"取り上げる","とりあげる","と..あ","to pick up, to adopt (a proposal).","彼女はガラスの花瓶を取り上げた。","She picked up one of the glass vases.","取材, 上手, 上着, 受け取る, 取り替える, 申し上げる"
"振る","ふる","ふ","to wave, to shake.","私は頭を数回振った。","I shook my head a few times.","振興, 身振り, 久し振り"
"真似","まね","ま.ね","imitating, copying.","その少年は馬鹿なまねをした。","The boy made a fool of himself.","写真, 真剣, 類似, 真ん中, 真っ赤, 似合う, 真っ直ぐ"
"貰う","もらう","もら","to receive, to take.","それじゃ、僕はチキンをもらいましょう。","Well then, I'll have chicken.","貰泣き, 貰い手, 貰い物"
"利口","りこう","り.こう","clever, intelligent.","しかし、トニーは利口な少年ではありませんでした。","But Tony was not a clever boy.","便利, 利用, 権利, 不利, 利益, 出口, 人口, 悪口"
"立ち上がる","たちあがる","た..あ","to stand up, to get up.","突然若い女性が立ち上がった。","Suddenly, a young woman stood up.","独立, 立派, 立場, 上手, 上着, 目立つ, 申し上げる"
"最中","さいちゅう","さい.ちゅう","(in) the middle of, (in) the midst of.","コンサートの最中に喋るのは無作法である。","To talk during a concert is rude.","最近, 最早, 最後, 最初, 背中, 年中, 途中, 中学校, 真ん中"
"伸ばす","のばす","の","to grow long (e.g. hair, nails), to lengthen.","その男の子はあくまでも髪の毛を伸ばすことにこだわった。","The boy persisted in wearing his hair long.","追伸, 欠伸"
"粗い","あらい","あら","coarse, rough.","彼女のドレスはきめの粗いウールでできていた。","Her dress was made of coarse wool.","粗末, 粗筋, 粗大, 粗品"
"適する","てきする","てき","to fit, to suit.","その肉は全く食用に適さなかった。","None of the meat was fit to eat.","適当, 適切, 適用, 適度"
"覚ます","さます","さ","to awaken, to arouse from sleep.","その物音が私を眠りから覚まさせた。","The noise awoke me from my sleep.","覚悟, 感覚, 目覚まし"
"指す","さす","さ","to point, to nominate.","彼女はどちらの医者を指したのか分からない。","I don't know which doctor she meant.","指導, 指図"
"上等","じょうとう","じょう.とう","superior, first-class.","どうしてこんな上等のぶどう酒を今まで取って置いたのか。","Why have you kept such an excellent wine back till now?","上手, 上着, 平等, 高等学校, 申し上げる"
"即ち","すなわち","すなわ","that is (to say), namely.","すなわち彼はそれをしたくないのだ。","In other words, he doesn't want to do it.","即席, 即刻, 即座, 即効"
"討つ","うつ","う","to attack, to destroy.","","","検討, 討論, 討議, 追い討ち"
"余分","よぶん","よ.ぶん","extra, excess.","私たちは余分に１０ドル必要だ。","We'll need an extra ten dollars.","余裕, 余計, 余所, 自分, 大分, 半分"
"贅沢","ぜいたく","ぜい.たく","luxury, extravagance.","ジョンソンさんは蓄えてきたお金で退職してからもぜいたくに暮らせるだろう。","With the money Mr Johnson had saved, he would be able to live high on the hog when he retired.","贅六, 沢山, 光沢, 潤沢, 上方贅六"
"器用","きよう","き.よう","skillful, skilful.","マックスは手先が器用だ。","Max is clever with his fingers.","器械, 武器, 楽器, 用意, 利用, 用事"
"捕まる","つかまる","つか","to be caught, to be arrested.","つり革につかまりなさい。電車がすぐ動き出すだろうから。","Hold on to the strap. The train will start to move soon.","逮捕, 捕虜"
"幼い","おさない","おさな","very young, little.","その幼い少年は父親の両肩の上に乗っていた。","The little boy sat on his father's shoulders.","幼児, 幼稚, 幼少期"
"苦しむ","くるしむ","くる","to suffer, to groan.","人々は貧困に苦しんだ。","People were ground down by poverty.","苦労, 苦痛, 見苦しい"
"伺う","うかがう","うかが","to call on someone, to call at a place.","病気のため本日はうかがうことができませんでした。","On account of illness, I couldn't call on you today.","伺候, 進退伺い"
"正に","まさに","まさ","exactly, just.","ＤＴＰで本を作れば、安いし早いし、まさに一挙両得だ。","Desktop publishing lets you produce books quickly and cheaply. It's like killing two birds with one stone.","修正, 正午, 正直"
"責める","せめる","せ","to condemn, to blame.","あまり自分を責めないで。","Don't be too hard on yourself.","責任, 責務, 無責任"
"頂戴","ちょうだい","ちょう.だい","receiving, getting.","市民の皆様の御意見をちょうだいする予定です。","We plan to elicit opinions from the public.","頂上, 頂点, 戴冠式, 不倶戴天"
"通じる","つうじる","つう","to be open (to traffic), to lead to.","このドアは書斎に通じている。","This door leads to the study.","交通, 融通, 大通り"
"放す","はなす","はな","to release, to let go.","その犬はボールを放そうとしなかった。","The dog wouldn't let go of the ball.","放送, 解放, 開放"
"馬鹿","ばか","ば.か","idiot, moron.","こんな荒れ模様の日に外出するなんて君は馬鹿だよ。","You are an idiot to go out in this weather.","競馬, 出馬, 牡鹿"
"匂い","におい","にお","smell, scent.","あの花はにおいが強いな。","That flower has a powerful smell.","匂菫, 匂辛夷"
"表す","あらわす","あらわ","to represent, to signify.","＆のマークはａｎｄの文字を表す。","The sign amp stands for and.","代表, 発表, 表現"
"至る","いたる","いた","to arrive at (e.g. a decision), to reach (a stage).","その語は広い意味を持つに至った。","The word has acquired a broad meaning.","至急, 至福, 冬至"
"従う","したがう","したが","to obey (an order, law, etc.), to abide by (a rule, custom, etc.).","善良な市民は法律に従う。","A good citizen obeys the laws.","従来, 従業員, 従兄弟"
"述べる","のべる","の","to state, to express.","私は客に別れのあいさつを述べた。","I bade farewell to the guests.","記述, 供述, 陳述, 口述"
"被る","かぶる","かぶ","to put on (one's head), to wear.","「白い帽子をかぶっている男の人は誰ですか」と私は彼女に言った。","I asked her who the man wearing the white hat was.","被害, 被告"
"増す","ます","ま","to increase, to grow.","その知らせで彼の不安が増した。","The news added to his anxiety.","増加, 増大"
"流れる","ながれる","なが","to stream, to flow (liquid, time, etc.).","アルフォンスが空を見上げたまま、速く流れる雲を見つめていた。","Alphonse looked at the racing clouds, his eyes turned to the sky.","流行, 流石, 一流"
"勧める","すすめる","すす","to recommend (someone to do), to advise.","私は貴方が汽車で行くことを勧めます。","I recommend you to go by train.","勧告, 勧誘, 勧奨"
"御前","おまえ","お.まえ","you, before (a god, nobleman, etc.).","お前を娘の夫にしよう。","You shall be my daughter's husband.","御中, 御飯, 防御, 午前, 名前, 以前, 前進, 御願い"
"お喋り","おしゃべり",".しゃべ","chattering, talk.","彼らは天気についておしゃべりした。","They chatted about the weather.","喋々喃々"
"此等","これら","これ.ら","these.","これらのクッキーは星の形をしている。","These cookies are star-shaped.","此許, 此岸, 平等, 上等, 此から先, 今日此頃, 高等学校, 今日此の頃"
"凝乎と","じっと","じっ","motionlessly (e.g. stand, wait), (be) still.","こうした熊独特の特徴が、熊が動かずに狩猟すること（アザラシの呼吸孔の脇でじっと動かず、アザラシが海面に上がってくるのを待つ）を好む説明になっている。","These special characteristics explain its preference for still-hunting (lying motionless beside a seal's breathing hole, waiting for one to surface).","凝縮, 凝固, 肩凝り, 断々乎, 乎古止点, 弖爾乎波"
"而して","そして","そ","and, and then.","私は京都と、そして奈良にも訪れる計画を立てている。","I am planning to visit Kyoto, and Nara as well.","形而下, 追而書き"
"其の内","そのうち","そ..うち","before very long, soon.","そのうち一緒に仕事ができるといいなと思っています。","Hope we can work together soon.","其程, 其儘, 其方, 以内, 家内, 案内, 其れ程"
"其れとも","それとも","そ","or, or else.","あなたはリンゴが好きですか、それともオレンジが好きですか。","Do you like apples or oranges?","其程, 其儘, 其方, 其れ程"
"所が","ところが","ところ","even so, however.","ところが実はどうすることもできないのです。","As it is, I can do nothing.","近所, 台所, 余所, 事務所"
"何故なら","なぜなら","なぜ","because, the reason is.","聞いて驚くなよ！今日から俺はピアノを始めるんだ。なぜなら私は音楽の先生になりたいからだ！","Brace yourselves! From today I'm learning the piano. Why? Because I want to become a music teacher!","何時, 故障, 事故, 故郷, 如何にも, 交通事故"
"軈て","やがて","やが","before long, soon.","私たちはやがてまたあなたにお目にかかるでしょう。","We will be seeing you again before long.",""
"案","あん","あん","idea, plan.","驚いたことに、彼は簡単に案を考え出した。","To my surprise, he easily came up with a plan.",""
"位","くらい","くらい","throne, crown.","５８１４を千の位に四捨五入すれば何になりますか。","What is 5814 rounded to the nearest thousand?",""
"意思","いし","い.し","intention, wish.","意思伝達は色々な形をとる。","Communication takes many forms.","意味, 意見, 注意, 用意, 意外, 思想, 不思議, 思い出す"
"依る","よる","よ","to be due to, to be caused by.","造られたもので、この方によらずできたものは一つもない。","Without him nothing was made that has been made.","依頼, 依然, 依存, 依然として"
"隠れる","かくれる","かく","to hide, to conceal oneself.","子どもは箱の中に隠れていた。","The child was hiding in the box.","隠滅, 見え隠れ, 隠し引き出し"
"羽根","はね","は.ね","feather, plume.","立派な羽が立派な鳥をつくる。","Fine feathers make fine birds.","羽織, 羽毛, 羽目, 屋根, 根拠, 根本"
"菓子","かし","か.し","confectionery, sweets.","この菓子を自由にお取り下さい。","Please help yourself to these cakes.","帽子, 子供, 双子, 椅子, 王子"
"会","かい","かい","meeting, assembly.","この会に出席している他の代表者に直接話すのではなく、どうか議長に話して下さい。","Kindly address yourself to the chairman, not directly to other representatives at this meeting.",""
"解く","とく","と","to untie, to unfasten.","この医師はガンの多くの不可解な点を解こうと努力している。","The doctor is trying to solve many of the riddles of cancer.","解決, 解釈"
"解ける","とける","と","to be solved, to be resolved.","いちばん頭の良い生徒でさえ、その問題は解けなかった。","Even the brightest student couldn't solve the problem.","解決, 解釈"
"怪我","けが","け.が","injury, wound.","ラグビーをしているとき、彼はけがをした。","Playing rugby, he got injured.","怪奇, 怪獣, 我慢, 我々, 自我, 我が儘"
"灰","はい","はい","ash, ashes.","すべては燃えて灰となった。","Everything was burnt to ashes.",""
"角","かど","かど","corner, edge.","私は角にある劇場に行くところです。","I am going to the theater on the corner.",""
"額","がく","がく","(picture) frame, framed picture.","ボブは装飾された額にその肖像画を収めたけれど、上下さかさまだった。","Bob mounted the portrait in a fancy frame, but it was upside down.",""
"堪らない","たまらない","たま","intolerable, unbearable.","このにおいはたまらなく嫌だ。","This smell disgusts me.","堪能, 堪忍袋, 持ち堪える"
"間","あいだ","あいだ","space (between), gap.","彼はメアリーとトムの間に座った。","He was sitting between Mary and Tom.",""
"丸","まる","まる","circle, entirety.","ジョンとキャシーは興味も性格も違う。その二人を一緒にさせようとするのは丸穴に角釘を打つようなものだ。","John and Cathy have different tastes and different characters. Trying to get them together is like putting a square peg in a round hole.",""
"丸で","まるで","まる","quite, entirely.","ぼくにはまるでその理由がわからない。","I have no idea why it is so.","丸々, 日の丸"
"嬉しい","うれしい","うれ","happy, glad.","あなたに再会できてうれしい。","I am pleased to see you again.","嬉々, 嬉泣, 嬉し泣き"
"輝く","かがやく","かがや","to shine, to sparkle.","空には太陽が輝いています。","The sun is shining in the sky.","光輝"
"宜しい","よろしい","よろ","good, OK.","あなたに頼んでもよろしいですか。","May I request a favour of you?","便宜, 適宜, 時宜"
"宜敷く","よろしく","よろ.し","well, properly.","ご家族の皆さんによろしく。","Give my love to your family.","便宜, 適宜, 時宜, 敷地, 座敷, 敷金, 風呂敷"
"吃驚","びっくり","びっくり","to be surprised, to be amazed.","そのニュースに彼はびっくり仰天した。","The news took him by surprise.","吃音, 驚異"
"詰める","つめる","つ","to stuff into, to jam.","この穴を何かで詰めなくては。","We've got to fill this hole with something.","缶詰, 瓶詰"
"求める","もとめる","もと","to want, to wish for.","いつでも彼の援助を求められます。","You can always ask for his help.","請求, 要求, 求人, 欲求"
"旧","きゅう","きゅう","old, former.","官僚は旧法規の改正に関して、成り行きを見守っています。","Bureaucrats are testing the waters over revising old regulations.",""
"僅か","わずか","わず","a little, a few.","わずかな誤りでも致命的な惨事につながるかもしれない。","The slightest mistake may lead to a fatal disaster.","僅差"
"近頃","ちかごろ","ちか.ごろ","lately, recently.","近頃は旅行は楽だ。","Travelling is easy these days.","近所, 身近, 最近, 日頃"
"金","かね","かね","money, metal.","金の切れ目が縁の切れ目。","The end of money is the end of love.",""
"金","かね","かね","money, metal.","金の切れ目が縁の切れ目。","The end of money is the end of love.",""
"繋ぐ","つなぐ","つな","to connect, to link together.","スミスさんにつないで下さい。","Please connect me with Mr Smith.","船繋り"
"欠ける","かける","か","to chip, to be chipped.","奥歯が欠けました。","My back tooth has chipped.","欠陥, 欠乏, 欠席, 不可欠"
"月","つき","つき","Moon, month.","宇宙船は月を回る軌道を外れている。","The spaceship is out of orbit around the moon.",""
"県","けん","けん","prefecture (of Japan), county (of China, Taiwan, Norway, etc.).","チューリップは、私たちの県の県花です。","Tulips are our prefecture's official flower.",""
"原","はら","はら","field, plain.","私達がよく野球をして遊んだ原は今すっかり家が建て込んでしまった。","The field where we used to play ball is now all built up.",""
"現れる","あらわれる","あらわ","to appear, to come in sight.","２０人の警官が現場に現れた。","Twenty police have arrived on the scene.","現金, 現在"
"諺","ことわざ","ことわざ","proverb, saying.","このことわざが使われるのを聞いた事があります。","I have heard this proverb used.",""
"後","あと","あと","behind, rear.","少女たちのうち一人が後に残された。","One of the girls was left behind.",""
"御目出度う","おめでとう","お.め.で.と","congratulations!, well done!.","誕生日おめでとうございます。","Many happy returns of the day!","御中, 御飯, 防御, 注目, 面目, 駄目, 目的, 出口, 提出, 出身, 今度, 度々, 支度, 丁度, 御願い, 引き出し"
"向く","むく","む","to turn toward, to look (up, down, etc.).","私の方を向いてください。","Turn toward me, please.","傾向, 日向"
"向ける","むける","む","to turn (towards), to face.","強盗は店員に銃を向けた。","The robber aimed his gun at the clerk.","傾向, 日向"
"貢献","こうけん","こう.けん","contribution (furthering a goal or cause), services (to a cause).","彼は国への貢献を認められてナイト爵位を与えられた。","He was awarded a knighthood in acknowledgement of his services to the nation.","朝貢, 年貢, 献立, 文献, 献血, 献金"
"今にも","いまにも","いま","at any moment (now), at any minute.","トムは今にもここに来るはずです。","Tom should be here any minute.","今月, 今日, 今朝, 今年"
"今日は","こんにちは","こん.にち","hello, good day.","こんにちは、ぼくの名前は斎藤健です。","Hi, my name is Ken Saitou.","今月, 今朝, 今年, 毎日, 日記, 日本, 火曜日"
"済ませる","すませる","す","to finish, to make an end of.","私は宿題をすませてからテレビを見た。","Having done my homework, I watched television.","経済, 救済, 返済"
"済みません","すみません","す","excuse me, pardon me.","すみません、この席あいていますか。","Excuse me, is this seat taken?","経済, 救済, 返済"
"札","さつ","さつ","banknote, bill.","１０００円札をくずしていただけませんか。","Could you break a 1,000 yen note?",""
"仕舞う","しまう","し.ま","to finish, to stop.","買い物を済ませてしまったら電話します。","I will call you when I have done my shopping.","仕事, 仕方, 奉仕, 舞台, 仕組み, 仕上げ, 見舞い, 見舞う, 歌舞伎"
"市","し","し","city, market.","ワシントン市の友人宅に泊まります。","I'm staying at my friend's house in Washington City.",""
"支える","ささえる","ささ","to support, to prop.","このくらいの収穫量では、そこの経済を支えるのに十分ではありません。","That amount of crops isn't enough to support their economy.","支店, 支配, 差し支え"
"支給","しきゅう","し.きゅう","provision, supply.","私たちは制服を支給された。","We were supplied with uniforms.","支店, 支配, 給料, 供給, 給与, 月給, 差し支え"
"上手い","うまい","うま","skillful, skilful.","彼女はテニスは上手いが、水泳は下手だ。","She's very good at tennis, but she's not much of a swimmer.","上着, 派手, 下手, 運転手, 申し上げる"
"止す","よす","よ","to stop (doing), to cease.","爪を噛むのはよしなさい。","Don't bite your nails.","禁止, 立ち止まる"
"式","しき","しき","way, style.","彼は事故でその式に出席できなかった。","An accident prohibited his attending the ceremony.",""
"叱る","しかる","しか","to scold, to chide.","ママに叱られますよ。","You'll catch it from Mummy.","叱咤, 叱責, 叱罵"
"実","み","み","fruit, nut.","男の子たちが、私の柿の木になっている熟した実を全部持ち去ってしまった。","Some boys made away with all the ripe fruits on my persimmon tree.",""
"者","もの","もの","person, -er.","じっくり彼に耳を貸す者はいない。","No one stops to listen to him.",""
"取れる","とれる","と","to come off (of a button, handle, lid, etc.), to go away (of a fever, pain, swelling, etc.).","鋳物が金型からすっぽりとれた。","The casting came cleanly out of its mold.","取材, 受け取る, 取り替える, 取り上げる"
"種","たね","たね","seed (e.g. of a plant), pip.","蒔かぬ種は生えない。","You must sow before you can reap.",""
"就く","つく","つ","to take (seat, position, course, office, etc.), to assume.","友人の好意で職に就くことができた。","I was able to get a job through the good offices of my friend.","就職, 就任, 就業, 就活"
"臭い","くさい","くさ","stinking, smelly.","「汗でびしょ濡れだよ」「離れてっ。臭いわっ！」","I'm soaked with sweat. Step back. You stink!","悪臭"
"従兄弟","いとこ","いとこ","cousin (male), parent's cousin.","私には弁護士のいとこがいる。","I have a cousin who is a lawyer.","従来, 父兄, 子弟, 弟子, 従業員"
"銃","じゅう","じゅう","gun, firearm.","警察は簡単に銃を使ってはいけない。","Police can't be trigger happy.",""
"所で","ところで","ところ","by the way, incidentally.","「ところでよ、そのおめーのお父さんはどこにいんのさ？」「横転したトラックの下なんよ」","By the way, where's your old man? Under that over-turned truck.","近所, 台所, 余所, 事務所"
"所謂","いわゆる","いわゆる","what is called, what you call.","これがいわゆる「天ぷら」というものです。","This is what we call tempura.","近所, 台所, 余所, 事務所"
"除く","のぞく","のぞ","to remove, to get rid of.","医者は彼の苦痛を除いてやった。","The doctor released him from his pain.","削除, 掃除, 解除"
"少しも","すこしも","すこ","(not) at all, (not) a bit.","コックさんは少しもかけていない。","The cook hasn't put any on it.","少年, 多少"
"床","ゆか","ゆか","floor, stage (for the narrator and the shamisen player).","床の上に何がありますか。","Is there anything on the floor?",""
"招く","まねく","まね","to invite, to ask.","私たちはジェーンとエレンを招くつもりだ。","We are going to invite Jane and Ellen.","招待, 招集, 招請"
"象","ぞう","ぞう","elephant (Elephantidae spp.), form.","その小さい男の子は目を大きく見開いて巨大な象を見た。","The little boy gazed at the huge elephant, eyes wide open.",""
"上","うえ","うえ","above, over.","飛行機は山の上を飛んだ。","The plane flew over the mountain.",""
"上","うえ","うえ","above, over.","飛行機は山の上を飛んだ。","The plane flew over the mountain.",""
"場","ば","ば","place, spot.","場が白けた。","The party grew chilly.",""
"職","しょく","しょく","job, work.","職探しはどうなったの？","How is your job hunting going?",""
"触れる","ふれる","ふ","to touch, to feel.","何かが足に触れるのを感じた。","I felt something touch my feet.","接触, 感触, 抵触"
"食糧","しょくりょう","しょく.りょう","food (esp. staple food such as rice or wheat), provisions.","食糧が不足している。","Food has been in short supply.","食堂, 食器, 糧食, 兵糧, 食べ物, 食料品"
"伸びる","のびる","の","to stretch, to extend.","このセーターは伸びてすっかり型崩れしている。","This sweater is all stretched out of shape.","追伸, 欠伸"
"真逆","まさか","ま.さか","by no means, never!.","まさかもう彼が来たのではないでしょうね。","He hasn't come already, has he?","写真, 真剣, 逆境, 真ん中, 真っ赤, 逆効果, 真っ直ぐ"
"辛い","からい","から","spicy, hot.","私は辛い食物はあまり好きではない。","I don't care too much for hot food.","香辛料"
"進める","すすめる","すす","to advance, to move forward.","ナポレオンは軍隊をロシアに進めた。","Napoleon marched his armies into Russia.","進学, 進歩, 前進"
"震える","ふるえる","ふる","to shiver, to shake.","少年は物音に震えた。","The boy quivered at the sound.","地震, 震度, 震源, 余震"
"塵","ごみ","ごみ","rubbish, trash.","彼女は玄関のごみをはいた。","She swept the dirt from the porch.",""
"遂に","ついに","つい","finally, in the end.","ついに病気で疲れた男たちは彼が待っている山岳都市に到着した。","Finally, the sick, tired men reached the mountain town where he was waiting.","未遂, 遂行, 成し遂げる"
"性","せい","せい","nature (of a person), sex.","習い性となる。","Habit is second nature.",""
