Question,Answer,Furigana,Meaning,Example,Translation,VocabWords
"悔やむ","くやむ","く","to mourn, to lament.","あの方があんなに若くして亡くなったことは悔やまれます。","It is regrettable that she should have died so young.","後悔, 悔し泣き"
"特長","とくちょう","とく.ちょう","strong point, forte.","燃料の節約がこの自動車の大きな特長だ。","Fuel economy is a big advantage of this car.","特急, 特別, 特許, 特徴, 課長, 長閑, 校長, 長引く"
"申し訳無い","もうしわけない","もう..わけ.な","I'm sorry, (it's) inexcusable.","申し訳ないけど、できません。","I'm sorry, but it's impossible.","申請, 申告, 翻訳, 通訳, 無理, 無事, 無料, ご無沙汰, 申し上げる"
"散らかる","ちらかる","ち","to be in disorder, to lie scattered around.","部屋は散らかり放題だった。","The room was in total disorder.","散歩, 解散, 分散"
"治める","おさめる","おさ","to rule, to govern.","王は自分の王国を公正に治めた。","The king ruled his kingdom justly.","自治, 政治, 治安"
"卑怯","ひきょう","ひ.きょう","cowardly, craven.","そんなふうに言うなんて卑怯だ。","It's mean of you to talk that way.","卑劣, 卑屈, 男尊女卑"
"錆","さび","さび","rust, to rust.","この車は錆に強い。","This car is resistant to rust.",""
"捉える","とらえる","とら","to catch, to capture.","ついに反逆者は捕らえられ、拘置所に入れられた。","The rebel was ultimately captured and confined to jail.","捕捉, 手捉み"
"思い掛けない","おもいがけない","おも..が","unexpected, contrary to expectations.","彼は全く思いがけなく着いた。","He arrived quite out of the blue.","思想, 不思議, 心掛け, 思い出す, 手掛かり, 大掛かり"
"湿る","しめる","しめ","to become damp, to become moist.","洗濯物はまだ湿っている。","The washing is still damp.","湿度, 湿気, 多湿"
"便箋","びんせん","びん.せん","writing paper, stationery.","その便せんには校章が打ち出しにされている。","The note is embossed with the school emblem.","便利, 郵便, 不便, 付箋, 用箋, 郵便局, 処方箋, 書簡箋"
"経度","けいど","けい.ど","longitude.","赤道における経度1度当たりの長さ。","Distance per degree of longitude at equator.","経済, 経営, 経験, 今度, 度々, 支度, 丁度"
"句読点","くとうてん","く.とう.てん","punctuation mark.","","","文句, 俳句, 挙句, 読書, 読者, 欠点, 交差点"
"言い出す","いいだす","い..だ","to begin to say, to start talking.","我々が静かに夕食をとっていると、突然、母がもう一度学校に行くつもりだと言い出した。","We were having a quiet supper when out of the blue my mother announced she was going back to school.","言語, 言葉, 無言, 出口, 提出, 出身, 独り言, 引き出し"
"恨む","うらむ","うら","to bear a grudge against, to resent.","彼は彼女を恨んでいる。","He hates her.","痛恨, 遺恨"
"混ぜる","まぜる","ま","to mix, to stir.","水を加え、練り粉がどろどろしない程度に混ぜなさい。","Add water and mix to a firm dough.","混乱, 混雑"
"散らす","ちらす","ち","to scatter, to cause a shower of.","両替人の金を散らし、その台を倒した。","He scattered the coins of the money-changers and overturned their table.","散歩, 解散, 分散"
"思い込む","おもいこむ","おも..こ","to be convinced (that), to be under the impression (that).","彼が僕にそう思い込ませたのです。","He put the idea into my head.","思想, 不思議, 思い出す, 意気込む, 申し込む, 突っ込む, 飛び込む"
"正味","しょうみ","しょう.み","net (amount), clear.","このジャムの正味重量は２００グラムです。","The net weight of this jam is 200 grams.","修正, 正午, 正直, 意味, 興味, 美味しい"
"騒がしい","さわがしい","さわ","noisy, boisterous.","よく騒がしい部屋で働いたものだった。","I used to work in a noisy room.","騒音, 物騒, 騒々しい"
"溶け込む","とけこむ","と..こ","to melt into, to dissolve into.","空が海と一つに溶け込むように見えた。","The sky seemed to blend with the sea.","溶岩, 溶液, 意気込む, 申し込む, 突っ込む, 飛び込む"
"更ける","ふける","ふ","to get late, to advance.","だいぶ夜もふけました。もうおいとませねばなりません。","It is getting rather late. I think I must be going now.","変更, 今更, 夜更かし"
"塩辛い","しおからい","しお.から","salty (taste), briny.","このカツオの塩辛は塩辛すぎる。","These salted bonito guts are too salty for me.","食塩, 塩分, 塩水, 香辛料"
"挟まる","はさまる","はさ","to get between, to be caught in.","ハッキリ言ってくれよ。そんな奥歯に物のはさまったような言い方しないで。","Quit talking like you've got something stuck in your mouth and say what you mean.","挟殺, 挟み撃ち, 差し挟む"
"憎い","にくい","にく","hateful, detestable.","かわいさ余って憎さ百倍。","The greatest hate springs from the greatest love.","生憎, 憎悪"
"お手伝いさん","おてつだいさん",".て.つだ","maid.","お手伝いさんたちは主人の命令を実行しようと努めた。","The servants tried to carry out their master's order.","派手, 上手, 下手, 伝統, 宣伝, 運転手, 手伝う"
"嚏","くしゃみ","くしゃみ","sneeze, sneezing.","咳、くしゃみ、あくびをする時は口を手で隠しなさい。","Cover your mouth when you cough, sneeze, or yawn.",""
"草臥れる","くたびれる","くたび","to get tired, to become exhausted.","私は仕事でひどくくたびれている。","I'm very tired from work.","草履, 草花, 草原, 仕草, 添い臥し"
"食っ付く","くっつく","く..つ","to adhere to, to stick to.","ぬれた衣装が彼女の体にくっついていた。","Wet clothes clung to her body.","食堂, 食器, 寄付, 日付, 受付, 食べ物, 食料品, 見付ける, 片付ける"
"くっ付ける","くっつける",".つ","to attach, to stick together.","彼はその破片をくっつけ合わした。","He stuck the broken pieces together.","寄付, 日付, 受付, 見付ける, 片付ける"
"執拗い","しつこい","しつ.こ","insistent, obstinate.","ここにしつこい痛みがあります。","I have a persistent pain here.","執筆, 執行, 固執, 執念, 拗音"
"吃逆","しゃっくり","しゃっくり","hiccup, hiccough.","しゃっくりがよく出ます。","I hiccup a lot.","吃音, 真逆, 逆境, 逆効果, 吃驚仰天"
"矢っ張り","やっぱり","や..ぱ","as expected, sure enough.","やっぱり、あなたは私の思ったとおりの人だった。","You're just the kind of person I imagined you'd be.","矢印, 矢先, 矢面, 緊張, 欲張り, 無理矢理, 引っ張る, 張り切る"
"寄越す","よこす","よ.こ","to send, to forward.","洗濯物を持っていくために誰かよこしてくださいますか。","Could you send someone up to pick up some laundry?","寄付, 年寄り, 片寄る, 引っ越す, 引っ越し, 追い越す"
"発条","ばね","ばね","spring (device), spring (in one's legs).","そのばね１個で車の全重量を支えている。","That one spring carries the whole weight of the car.","発音, 発見, 出発, 発作, 爆発, 条件, 条約, 条例, 無条件, 不条理"
"慰める","なぐさめる","なぐさ","to comfort, to console.","","","慰霊, 慰謝, 慰安, 慰霊祭"
"一休み","ひとやすみ","ひと.やす","(short) rest, breather.","日陰で一休みしよう。","Let's take a rest in the shade.","一緒, 一番, 唯一, 休暇, 休憩, 休業, 一昨日, 夏休み"
"一斉","いっせい","いっ.せい","simultaneous, all at once.","人々が一斉に走り出した。","People started to run all at once.","一緒, 一番, 唯一, 斉唱, 均斉, 一昨日"
"一旦","いったん","いっ.たん","once, for a short time.","いったんしたことは元どおりにならない。","What is done cannot be undone.","一緒, 一番, 唯一, 旦那, 元旦, 文旦, 一昨日, 若旦那"
"溢れる","あふれる","あふ","to overflow, to brim over.","その街は活気にあふれていた。","The town was full of activity.","溢流, 溢血"
"引っ繰り返る","ひっくりかえる","ひ..く..かえ","to be overturned, to be reversed.","彼は体の平衡を失って、ひっくり返った。","He lost his balance and fell down.","引退, 字引, 繰入, 返事, 返還, 長引く, 裏返す, 引き出し, 引っ越す, 繰り返す, 資金繰り, 繰り広げる"
"引っ掛かる","ひっかかる","ひ..か","to be caught in, to be stuck in.","凧が木に引っかかった。","The kite got caught in the tree.","引退, 字引, 長引く, 心掛け, 引き出し, 引っ越す, 手掛かり, 大掛かり"
"下らない","くだらない","くだ","trivial, trifling.","くだらない話はもうたくさんだ。","We have had enough of empty words.","靴下, 下宿, 地下鉄"
"解く","とく","と","to untie, to unfasten.","この医師はガンの多くの不可解な点を解こうと努力している。","The doctor is trying to solve many of the riddles of cancer.","解決, 解釈"
"各地","かくち","かく.ち","each place, every place.","私はイギリス各地を見物した。","I visited many parts of England.","各自, 各々, 各位, 各国, 地震, 地図, 生地, 地理, 地下鉄"
"裂く","さく","さ","to tear, to rip up.","その少女はその布を裂いた。","The girl tore the cloth.","分裂, 破裂, 亀裂"
"括弧","かっこ","かっ.こ","brackets, parentheses.","カッコ内の言葉を短縮形にしなさい。","Put the words in parentheses into abbreviated form.","一括, 総括, 統括, 円弧"
"渇く","かわく","かわ","to be thirsty, to feel thirsty.","お腹が空いたし、のども渇いた。","I'm hungry and thirsty.","渇水, 枯渇, 渇望"
"巻く","まく","ま","to wind, to coil.","長い物には巻かれろ。","If you can't lick 'em, join 'em.","寝巻, 圧巻, 席巻, 寝巻き, 巻添え"
"喧しい","やかましい","やかま","noisy, loud.","ジョーはやかましい隣人と口をきく間柄ではなかった。","Joe was not on speaking terms with his noisy neighbor.","喧嘩, 喧騒, 喧伝, 口喧嘩"
"関西","かんさい","かん.さい","Kansai (region comprising Kyoto, Osaka, Kobe and surrounding prefectures), Kansai (western half of Japan; during the feudal era).","その飛行機は今ごろは関西空港に当然着いているはずだ。","The plane should have arrived at Kansai Airport by now.","玄関, 関係, 関心, 関連, 西洋, 東西, 西暦"
"関東","かんとう","かん.とう","Kantō (region comprising Tokyo and surrounding prefectures), Kantō (eastern half of Japan; during the feudal era).","ジョンは関東地区、そして太郎は関西地区を担当している。","John covers the Kanto area and Taro covers the Kansai area.","玄関, 関係, 関心, 関連, 東西, 東洋, 東部"
"含める","ふくめる","ふく","to include (in a group or scope), to instruct.","ウィンブルドンには、センターコートを含めて１８の芝生コートがある。","Wimbledon has eighteen grass courts, including the Center Court.","含有"
"却って","かえって","かえ","on the contrary, rather.","高望みをするとかえって損をする。","You may go farther and fare worse.","棄却, 返却, 忘却, 売却"
"響く","ひびく","ひび","to resound, to be heard far away.","","","影響, 反響, 音響"
"屑","くず","くず","waste, scrap.","ラップは屑だ。","Rap is crap.",""
"敬う","うやまう","うやま","to show respect for, to revere.","私たちは祖先をうやまうべきだ。","We should worship our ancestors.","敬意, 尊敬, 敬語, 敬遠"
"繋がり","つながり","つな","connection, link.","オランダ語はドイツ語と密接なつながりがある。","Dutch is closely related to German.","船繋り"
"繋がる","つながる","つな","to be tied together, to be connected to.","このシャフトはピストンとつながっている。","This shaft links with a piston.","船繋り"
"警備","けいび","けい.び","defense, defence.","５００人の警官が厳重な警備態勢おかれた。","500 policemen were put on strict alert.","警官, 警察, 警告, 警戒, 準備, 設備, 整備"
"欠伸","あくび","あくび","yawn, yawning.","あの先生の講義はあくびが出る。","His lectures are terribly boring.","欠陥, 欠乏, 欠席, 追伸, 不可欠"
"研修","けんしゅう","けん.しゅう","training (esp. in-service), induction course.","研修会は午後4時開始予定です。","The training session is scheduled to begin at 4 p.m.","研究, 修正, 修理, 修繕, 修了, 研究室, 研究員"
"見っともない","みっともない","み","shameful, disgraceful.","人前でああいうみっともないことはするな。","Don't do such a shameful thing in public.","意見, 見物, 見舞い"
"謙遜","けんそん","けん.そん","modesty, humility.","彼の謙遜さは賞賛に値する。","His modesty is worth respecting.","謙虚, 恭謙, 不遜, 遜色, 謙譲語, 傲岸不遜"
"呼び掛ける","よびかける","よ..か","to call out to, to hail.","遠くから誰かが私に呼びかけているのが聞こえた。","I heard someone calling me from a distance.","呼吸, 心掛け, 呼び出す, 手掛かり, 大掛かり"
"呉れ呉れも","くれぐれも","く..ぐ","sincerely, earnestly.","くれぐれもお体をお大事に。","Please take good care of yourself.","呉服, 阿乙呉, 呉越同舟"
"御無沙汰","ごぶさた","ご.ぶ.さ.た","not writing or contacting for a while, neglecting (failing) to write (call, visit, etc.).","２年間のご無沙汰でした。","Two years have passed since I last met you.","御中, 御飯, 防御, 無理, 無事, 無料, 淘汰, 御願い, 表沙汰, ご無沙汰, 自然淘汰, サハラ沙漠"
"御免","ごめん","ご.めん","I'm sorry, my apologies.","待たせてごめん。","Sorry to have kept you waiting.","御中, 御飯, 防御, 免許, 免税, 免除, 免疫, 御願い"
"御免下さい","ごめんください","ご.めん.くだ","may I come in?, please forgive me.","","","御中, 御飯, 防御, 免許, 免税, 免除, 免疫, 靴下, 下宿, 御願い, 地下鉄"
"国王","こくおう","こく.おう","king, queen.","国民は歓呼して彼を国王に迎えた。","The people acclaimed him King.","外国, 国家, 天国, 王子, 女王, 王様, 王女"
"忽ち","たちまち","たちま","in an instant, in a moment.","切符はたちまち売り切れた。","The tickets were sold out in a moment.","忽然, 忽地, 忽布"
"今晩は","こんばんは","こん.ばん","good evening.","","","今月, 今日, 今朝, 今年, 毎晩, 晩御飯"
"左様なら","さようなら","さ.よう","farewell, adieu.","では今晩またね、さようなら。","See you tonight, then. Cheers!","左右, 左翼, 左手, 同様, 様々, 模様, 王様, 様子, 左利き"
"砕く","くだく","くだ","to break (into pieces), to smash.","ピックは硬い地表を砕くために用いられる長い取っ手の道具だ。","A pick is a long handled tool used for breaking up hard ground surfaces.","粉砕, 火砕流, 腰砕け"
"砕ける","くだける","くだ","to break (into pieces), to be broken.","花瓶は粉々に砕けた。","The vase burst into fragments.","粉砕, 火砕流, 腰砕け"
"作成","さくせい","さく.せい","making (a report, plan, contract, etc.), drawing up.","その老人は遺言を作成した。","The old man made out his will.","作文, 作業, 作家, 作品, 完成, 構成, 賛成, 成功, 成人"
"擦る","こする","こす","to rub, to scrub.","石けんを付けてごしごしこすれば汚れが落ちます。","Rub briskly with soap, and the stain will soon wash off.","摩擦, 擦り傷, 擦れ違う"
"雑巾","ぞうきん","ぞう.きん","house-cloth, dust cloth.","ぬれたぞうきんで窓をふきなさい。","Clean the window with a damp cloth.","複雑, 雑誌, 混雑, 雑音, 布巾, 頭巾, 腰巾着"
"撒く","まく","ま","to scatter, to sprinkle.","まいた種は刈らねばならない。","As you sow, so shall you reap.","撒布, 豆撒き"
"散らかす","ちらかす","ち","to scatter around, to leave untidy.","お前の物をその辺りに散らかすな。","Don't scatter your things about.","散歩, 解散, 分散"
"刺身","さしみ","さし.み","sashimi (raw sliced fish, shellfish or crustaceans), sashimi knife.","刺し身は好きではないのでしょう。","You don't like sashimi, do you?","刺激, 自身, 出身, 中身, 身長"
"思いっ切り","おもいっきり","おも..き","to one's heart's content, as much as one wants.","","","思想, 大切, 切手, 締切, 不思議, 裏切る, 思い出す"
"疾っくに","とっくに","と","long ago, a long time ago.","もうとっくに寝る時間だ。","It is high time we went to bed.","疾患, 疾病, 疾走, 疾風, 疾駆"
"煮える","にえる","に","to be boiled, to be cooked.","スープがなべでぐつぐつ煮えている。","The soup is bubbling in the pot.","雑煮, 煮込む, 煮詰める"
"取り入れる","とりいれる","と..い","to take in, to gather in.","洗濯物を中へ取り入れて下さい。","Please bring in the washing.","取材, 入院, 入口, 入学, 受け取る, 取り替える, 取り上げる"
"蹴る","ける","け","to kick, to refuse.","けってドアを開けるな。","Don't kick the door open.","一蹴, 蹴鞠, 足蹴, 蹴飛ばす"
"従姉妹","いとこ","いとこ","cousin (female).","彼の従姉妹は、名前は忘れたが、看護婦だった。","His cousin, whose name I forget, was a nurse.","従来, 弟妹, 義妹, 従業員, 従兄弟"
"重たい","おもたい","おも","serious condition, critical condition.","その患者は重態だ。","The patient is in critical condition.","重視, 貴重, 重大"
"縮める","ちぢめる","ちぢ","to shorten, to reduce.","セーターが洗濯で縮んだ。","My sweater shrank in the wash.","縮小, 圧縮, 恐縮"
"お出掛け","おでかけ",".で.か","about to start out, just about to leave or go out.","いつお出かけになりますか。","When will you go out?","出口, 提出, 出身, 心掛け, 引き出し, 手掛かり, 大掛かり"
"出鱈目","でたらめ","で.たら.め","nonsense, irresponsible remark.","彼はでたらめな約束をして彼女を誘惑した。","He seduced her with false promises.","出口, 提出, 出身, 真鱈, 棒鱈, 注目, 面目, 駄目, 目的, 鱈場蟹, 引き出し"
"女の人","おんなのひと","おんな..ひと","woman.","今、女の人が１人入っていきましたよ。","A woman is going into it now.","女性, 女房, 彼女, 人形, 一人, 恋人, 女の子, 外国人"
"畳む","たたむ","たた","to fold (clothes, umbrella), to close (a shop, business).","彼女はタオルをきれいにたたみ、それを物入れに仕舞った。","She folded up the towels and put them away in the cupboard.","四畳半, 折り畳み"
"拭く","ふく","ふ","to wipe, to dry.","額の汗をふきなさい。","Wipe the sweat from your brow.","払拭, 手拭い, 尻拭い"
"深夜","しんや","しん.や","late at night, late-night show.","深夜テレビでカウボーイの映画を見ましたか。","Did you see the cowboy film on TV last night?","深刻, 今夜, 夜中, 徹夜, 夜明け"
"生える","はえる","は","to grow, to spring up.","おたまじゃくしは大きくなるにつれ、尻尾が消えて足が生えはじめる。","As a tadpole grows, the tail disappears and legs begin to form.","学生, 誕生日, 一生懸命"
"絶えず","たえず","た","constantly, always.","彼らは絶えずけんかばかりしていた。","They were constantly quarreling.","絶対, 絶滅, 絶望, 途絶える"
"先程","さきほど","さき.ほど","a short while ago, a moment ago.","つい先ほど君のお父さんに会いました。","I met your father just now.","先月, 先週, 程度, 過程, 日程, 課程, 真っ先, 方程式"
"千切る","ちぎる","ち.ぎ","to tear to pieces, to tear to shreds.","","","数千, 何千, 大切, 切手, 締切, 千円札, 裏切る"
"羨ましい","うらやましい","うらや","envious, jealous.","あなたがとても羨ましい。","I envy you so much.","羨望, 羨ま死刑, ペニス羨望"
"漸く","ようやく","ようや","finally, at last.","「そっか」ウィリーはようやく納得した。","Well, OK, Willie finally agreed.","漸進, 漸次, 漸減"
"遡る","さかのぼる","さかのぼ","to go upstream, to go up (a river).","鮭は川をさかのぼって砂に産卵する。","Salmon go up the river and lay their eggs in the sand.","遡及, 遡源, 遡行"
"掃く","はく","は","to sweep, to brush.","お前は床を掃きさえすればよい。","You have only to sweep the floor.","掃除, 清掃, 一掃, 掃除機"
"掻く","かく","か","to scratch, to perspire.","蚊に刺されたところをかいちゃだめだよ。はれちゃうから。","Don't scratch your mosquito bite. It'll get inflamed.","掻爬, 掻き回す, 悪足掻き"
"揃う","そろう","そろ","to be complete, to be all present.","この手袋は両方がそろっていない。","Their gloves are not in pairs.","勢揃い, 取り揃える"
"揃える","そろえる","そろ","to collect, to gather.","そのアパートはビクトリア朝風の家具を揃えてあった。","The apartment was furnished in the Victorian style.","勢揃い, 出揃う"
"大して","たいして","たい","(not) very, (not) so.","この仕事はたいして骨が折れない。","The work doesn't need much effort.","大学, 大勢, 大人, 大使館, 大好き"
"大人しい","おとなしい","おとな","gentle, quiet.","牛は大きくて、おとなしく見えました。","The cows looked big and docile.","大学, 大勢, 人形, 一人, 恋人, 大使館, 大好き, 外国人"
"大層","たいそう","たい.そう","very, extremely.","これはたいそう快適な暖炉ですね。","This is a very nice fireplace.","大学, 大勢, 大人, 一層, 高層, 階層, 断層, 大使館, 大好き"
"但し","ただし","ただ","but, however.","ただし、列をつくって並ばなくてはならないが・・・。","However, you have to queue...","但馬, 但書, 播但線"
"仲直り","なかなおり","なか.なお","reconciliation, making up (with).","彼と仲直りしたい。","I want to come to terms with him.","仲人, 仲間, 直接, 直径, 正直, 仲良し, 真っ直ぐ"
"潰す","つぶす","つぶ","to smash, to crush.","彼は私の帽子をぺちゃんこにつぶした。","He squashed my hat flat.","潰瘍, 暇潰し"
"潰れる","つぶれる","つぶ","to be crushed, to be squashed.","雪の重さで家がつぶれた。","The house collapsed under the weight of snow.","潰瘍, 暇潰し, 顔を潰す"
"吊るす","つるす","つ","to hang, to hang up.","彼は天井からランプをつるした。","He hung a lamp from the ceiling.","宙吊り, 吊り上げる"
"吊る","つる","つ","to hang, to suspend.","彼は天井からランプをつるした。","He hung a lamp from the ceiling.","宙吊り, 吊り上げる"
"釣り合う","つりあう","つ..あ","to balance, to be in harmony.","仕事の量と賃金が釣り合っていない。","The amount of work and the pay are not balanced.","都合, 試合, 合併, 釣り合い, 間に合う"
"梯子","はしご","はし.ご","ladder, stairs.","彼は平衡を失ってはしごから落ちた。","He lost his balance and fell off the ladder.","帽子, 子供, 双子, 椅子, 王子"
"纏める","まとめる","まと","to collect, to put (it all) together.","データはまだまとめていません。","The data hasn't been compiled yet.","半纏, 纏り付く, 纏わり付く"
"点く","つく","つ","to be lit (of a lamp, burner, etc.), to catch fire.","木造建築物は火がつきやすい。","Wooden buildings catch fire easily.","欠点, 交差点"
"田圃","たんぼ","たん.ぼ","paddy field, farm.","この辺りは昔、田んぼだったんだよ。","There used to be rice fields around here.","水田, 田舎, 田園, 苗圃, 圃場, 田植え, 玄圃梨"
"兎も角","ともかく","と..かく","anyhow, anyway.","ともかく合格してうれしい。","I'm glad to have passed at all.","兎角, 兎馬, 角度, 方角, 三角, 月の兎, 兎に角"
"凍える","こごえる","こご","to freeze (of one's body), to be frozen.","この部屋は凍えるよ、シンディー。この寒さはたえられないよ。","It's freezing in this room, Cindy. I can't put up with this cold.","冷凍, 凍結, 冷凍庫"
"憧れる","あこがれる","あこが","to long for, to yearn for.","あの人達は都会の生活にあこがれている。","They are longing for city life.","憧憬, 憧れの的"
"突く","つく","つ","to prick, to stab.","針で親指を突いてしまった。","I pricked my thumb with a needle.","衝突, 突破, 突っ込む, 突き当たる"
"南米","なんべい","なん.べい","South America, South American continent.","私は清水の舞台から飛び降りる気持ちで南米に渡ります。","I am going to take a big chance by migrating to South America.","南極, 南北, 南部, 欧米, 日米, 新米"
"捻る","ひねる","ひね","to twist, to wrench.","私は石につまずいて、足首をひねってしまった。","I tripped on a stone, twisting my ankle.","捻挫, 捻じ曲げる"
"濃度","のうど","のう.ど","concentration, density.","","","濃厚, 濃縮, 濃淡, 今度, 度々, 支度, 丁度"
"覗く","のぞく","のぞ","to peek (through a keyhole, gap, etc.), to look down into (a ravine, etc.).","私は壁の裂け目から外を覗いた。","I peeped out through a crack in the wall.","覗眼鏡, 覗き見"
"破れる","やぶれる","やぶ","to get torn, to tear.","バスに遅れて、会社に遅れて、ストッキングも破れた。","I was late for the bus, late for work, and got a run in my stocking.","破産, 突破, 破片"
"売り切れ","うりきれ","う..き","sold-out, to be sold out.","そのケーキはすぐに売り切れるでしょう。","The cakes may be sold out soon.","商売, 販売, 大切, 切手, 締切, 売り場, 裏切る"
"売り切れる","うりきれる","う..き","to be sold out, to sell out.","そのケーキはすぐに売り切れるでしょう。","The cakes may be sold out soon.","商売, 販売, 大切, 切手, 締切, 売り場, 裏切る"
"這う","はう","は","to crawl, to creep.","赤ん坊は歩く前にはう。","Babies crawl before they walk.","這裏, 這松, 横這い"
"剥く","むく","む","to peel, to skin.","このなしの皮をむくナイフを貸して下さい。","Lend me a knife with which to peel this pear.",""
"発射","はっしゃ","はっ.しゃ","firing (esp. a rocket or missile), launching.","大砲が偶然発射してしまった。","The cannon went off by accident.","発音, 発見, 出発, 発作, 爆発, 注射, 反射, 放射能"
"被せる","かぶせる","かぶ","to cover (with something), to put on (e.g. someone's head).","彼は車にカバーを被せた。","He put a cover over his car.","被害, 被告"
"肘","ひじ","ひじ","elbow, elbowing (someone).","彼女は私の肘をちょっと押した。","She gave my elbow a little jog.",""
"敷く","しく","し","to spread out (e.g. a futon), to lay out.","私は、ポーチに敷く木製のデッキパネルを購入したいと思います。","I would like to purchase a wooden deck panel that can be laid on the porch.","敷地, 座敷, 敷金, 風呂敷"
"浮く","うく","う","to float, to become merry.","それから彼女はあおむけに浮いていた。","Then she was floating on her back.","浮気"
"物凄い","ものすごい","もの.すご","terrific, staggering.","彼女はものすごい食欲がある。","She has a gigantic appetite.","建物, 動物, 物質, 荷物, 果物, 凄腕, 凄惨"
"未満","みまん","み.まん","less than, under.","５歳未満の小人は、入場料は要りません。","There is no admission fee for children under five.","未来, 未知, 未定, 不満, 満足, 満員"
"滅茶苦茶","めちゃくちゃ","め.ちゃ.く.ちゃ","absurd, unreasonable.","オラ気分が良くなったで。でもよ、おとうさんに滅茶苦茶怒られちまうと思うべさ。","I feel a lot better now, but I know Dad's going to be real upset.","絶滅, 滅亡, 紅茶, 茶色, 茶碗, 苦労, 苦痛, 滅多に, 喫茶店, 見苦しい"
"面倒臭い","めんどくさい","めん.ど.くさ","bothersome, tiresome.","そこまで歩いて行くのはめんどうくさい。","It's too much trouble to walk there.","場面, 表面, 倒産, 圧倒, 悪臭, 面白い, 真面目, 生臭い, 水臭い"
"儲かる","もうかる","もう","to be profitable, to yield a profit.","何も賭けなければ、何ももうからない。","Nothing ventured, nothing gained.","金儲け"
"儲ける","もうける","もう","to profit, to get.","ここに先物取引で儲けた方いらっしゃいますか？","Has anybody here made a profit in futures trading?","金儲け"
"溶ける","とける","と","to melt, to thaw.","砂糖は水に溶ける。","Sugar dissolves in water.","溶岩, 溶液, 溶け込む"
"溶岩","ようがん","よう.がん","lava, lava flow.","その火山は溶岩を流し出した。","The volcano poured molten rock.","溶液, 岩石, 岩盤, 一枚岩, 溶け込む"
"略す","りゃくす","りゃく","to abbreviate, to abridge.","私の名前はロバートなので、皆は略してボブと呼びます。","My name is Robert, so they call me Bob for short.","省略, 侵略, 略語, 策略"
"流行る","はやる","はや","to be popular, to come into fashion.","「性差別」という言葉が今、流行っている。","Terms like sexism are now in vogue.","流石, 一流, 銀行, 行儀"
"流石","さすが","さすが","as one would expect, just as you'd expect (from).","さすが、お嬢様。自由奔放な生活をしていたわけじゃないんだ。","Just what you'd expect of a young lady, you certainly weren't left to live as you pleased.","流行, 一流, 石油, 石鹸, 磁石"
"溜まる","たまる","た","to collect, to gather.","彼女の目に涙がたまった。","Tears gathered in her eyes.","溜め息, 水溜まり, 吹き溜まり"
"零す","こぼす","こぼ","to spill, to drop.","私はコーヒーをじゅうたんにこぼしてしまった。","I spilled my coffee on the carpet.","零下, 零細, 零時"
"零れる","こぼれる","こぼ","to spill, to fall out of.","コーヒーがこぼれましたよ。","You've spilt your coffee.","零下, 零細, 零時"
"蝋燭","ろうそく","ろう.そく","candle, wick of a candle.","ろうそくはひとりでに消えた。","The candle went out of itself.","水蝋, 燭台, 燭光, 蝋人形, 蝋色漆"
"話し掛ける","はなしかける","はな..か","to address (someone), to accost a person.","私はそんな失礼な話しかけられ方に慣れていない。","I'm not used to being talked to in such a rude manner.","電話, 会話, 心掛け, 話し合う, 手掛かり, 大掛かり"
"嗅ぐ","かぐ","か","to sniff, to smell.","犬は見知らぬ人の匂いをかいだ。","The dog sniffed at the stranger.","嗅覚, 嗅煙草, 嗅ぎ当てる"
"囁く","ささやく","ささや","to whisper, to murmur.","一人の教授がささやいた。","One of his colleagues whispered.","囁き言, 囁き声"
"嵌める","はめる","は","to fit (e.g. a pane into a frame), to insert (e.g. a cork).","彼の肖像画は装飾の施された額縁にはめられた。","His portrait was mounted in the fancy frame.","象嵌, 嵌入, 止まり嵌め"
"巫山戯る","ふざける","ふ.ざ.け","to joke, to jest.","もうやめなさい。今日はやけにふざけているんだから。","Stop it. You're being ridiculous.","巫女, 野巫, 登山, 火山, 鉱山, 戯曲, 悪戯, 遊戯, 山登り, 巫女寄せ"
"箒","ほうき","ほうき","broom, comet.","彼女はほうきで部屋を掃除する。","She sweeps the room with a broom.",""
"拵える","こしらえる","こしら","to make, to manufacture.","長いわずらいで彼は借金をこさえた。","His long sickness ran him into debt.","腹拵え, 仕拵え"
"揉む","もむ","も","to rub, to crumple.","その結果の報道に満足して彼は手をもんでうれしがっていた。","He was rubbing his hands over the report of the result.","揉捻, 揉消す, 揉み消す"
"揶揄う","からかう","からか","to tease, to make fun of.","我々はこの事で彼をからかった。","We made fun of him about this.","揶揄い, 揶揄嘲笑"
"狡い","ずるい","ずる","sly, cunning.","狐は他のどんな動物よりもずるいということだ。","It is said that the fox is more cunning than any other animal.","狡猾, 狡賢い, 狡っ辛い"
"痒い","かゆい","かゆ","itchy, to be extremely thorough, focusing on even the finest of details.","頭皮がかゆいのです。","My scalp is very itchy.","隔靴掻痒"
"痺れる","しびれる","しび","to become numb, to go to sleep (e.g. a limb).","右手がしびれます。","My right hand is numb.","麻痺, 痺鰻, 心臓麻痺"
"眩暈","めまい","めまい","dizziness, giddiness.","「ちょっと目まいがするわ」「顔色が悪いぞ。一日休んだほうがいいよ」","I feel sort of dizzy. You look pale. You'd better take the day off.","目眩, 良性発作性頭位目眩症"
